customer_id,customer_type,age,gender,area,dietary_preference,spice_preference,avg_spending_npr,loyalty_member,loyalty_status,spending_category
4153,Tourist,27,Female,Kalanki,No Preference,Mild,899,FALSE,Non-Loyal,Medium
4154,Local,50,Male,Chabahil,No Preference,Medium,486,FALSE,Non-Loyal,Low
4155,Local,27,Male,Durbarmarg,Vegetarian,Mild,746,TRUE,Loyal,Medium
4156,Expat,37,Male,Putalisadak,Non-Vegetarian,Medium,1030,TRUE,Loyal,High
4157,Local,41,Female,Battisputali,Vegetarian,Hot,696,FALSE,Non-Loyal,Medium
4158,Tourist,58,Male,Battisputali,Non-Vegetarian,Medium,2430,FALSE,Non-Loyal,High
4159,Local,22,Female,Kalanki,Non-Vegetarian,Medium,782,TRUE,Loyal,Medium
4160,Tourist,47,Female,Thamel,Vegetarian,Mild,1929,FALSE,Non-Loyal,High
4161,Local,57,Female,Battisputali,Non-Vegetarian,Medium,646,FALSE,Non-Loyal,Medium
4162,Tourist,64,Male,Jorpati,No Preference,Medium,1586,FALSE,Non-Loyal,High
4163,Local,56,Male,Kalanki,Non-Vegetarian,Hot,522,TRUE,Loyal,Medium
4164,Local,39,Female,Maharajgunj,No Preference,Mild,486,FALSE,Non-Loyal,Low
4165,Tourist,47,Male,Balkhu,Vegetarian,Mild,1633,FALSE,Non-Loyal,High
4166,Expat,35,Female,Jorpati,Non-Vegetarian,Medium,1247,TRUE,Loyal,High
4167,Student,24,Male,Durbarmarg,Non-Vegetarian,Medium,328,TRUE,Loyal,Low
4168,Student,20,Female,Koteshwor,Non-Vegetarian,Medium,464,FALSE,Non-Loyal,Low
4169,Local,52,Female,Kalimati,Non-Vegetarian,Mild,687,FALSE,Non-Loyal,Medium
4170,Expat,24,Female,Durbarmarg,Non-Vegetarian,Medium,1455,FALSE,Non-Loyal,High
4171,Expat,27,Female,Jorpati,Vegetarian,Mild,1682,TRUE,Loyal,High
4172,Local,33,Male,Balkhu,No Preference,Medium,334,FALSE,Non-Loyal,Low
4173,Tourist,41,Male,New Baneshwor,Non-Vegetarian,Mild,1742,FALSE,Non-Loyal,High
4174,Expat,45,Female,Maharajgunj,Non-Vegetarian,Hot,1271,FALSE,Non-Loyal,High
4175,Local,55,Female,Battisputali,Vegetarian,Medium,743,FALSE,Non-Loyal,Medium
4176,Student,26,Male,Thamel,Non-Vegetarian,Hot,484,FALSE,Non-Loyal,Low
4177,Local,48,Male,Baluwatar,No Preference,Mild,668,FALSE,Non-Loyal,Medium
4178,Student,23,Male,Putalisadak,No Preference,Hot,508,TRUE,Loyal,Medium
4179,Tourist,27,Male,Lazimpat,No Preference,Mild,920,FALSE,Non-Loyal,Medium
4180,Student,18,Male,Durbarmarg,Non-Vegetarian,Hot,563,FALSE,Non-Loyal,Medium
4181,Tourist,40,Male,Bouddha,No Preference,Mild,1409,FALSE,Non-Loyal,High
4182,Local,22,Female,Koteshwor,No Preference,Hot,680,FALSE,Non-Loyal,Medium
4183,Local,30,Male,New Baneshwor,No Preference,Mild,508,TRUE,Loyal,Medium
4184,Local,22,Male,Baluwatar,No Preference,Medium,466,FALSE,Non-Loyal,Low
4185,Corporate,44,Female,Maharajgunj,No Preference,Medium,940,FALSE,Non-Loyal,Medium
4186,Local,37,Female,Battisputali,Vegetarian,Hot,986,FALSE,Non-Loyal,Medium
4187,Corporate,39,Female,Bouddha,Non-Vegetarian,Medium,839,TRUE,Loyal,Medium
4188,Tourist,54,Male,Kalanki,Non-Vegetarian,Mild,1053,TRUE,Loyal,High
4189,Student,26,Male,New Baneshwor,No Preference,Hot,323,FALSE,Non-Loyal,Low
4190,Expat,21,Female,Bouddha,Non-Vegetarian,Medium,1396,FALSE,Non-Loyal,High
4191,Local,37,Male,Jorpati,Non-Vegetarian,Medium,416,FALSE,Non-Loyal,Low
4192,Local,33,Female,Lazimpat,Non-Vegetarian,Hot,641,FALSE,Non-Loyal,Medium
4193,Student,24,Female,Balkhu,Non-Vegetarian,Medium,583,TRUE,Loyal,Medium
4194,Local,39,Male,Durbarmarg,Non-Vegetarian,Medium,619,TRUE,Loyal,Medium
4195,Local,47,Female,Jorpati,Non-Vegetarian,Hot,599,FALSE,Non-Loyal,Medium
4196,Local,55,Male,Balkhu,Vegetarian,Hot,661,FALSE,Non-Loyal,Medium
4197,Local,35,Male,New Baneshwor,Non-Vegetarian,Hot,833,TRUE,Loyal,Medium
4198,Student,25,Male,New Baneshwor,Non-Vegetarian,Hot,496,FALSE,Non-Loyal,Low
4199,Local,24,Female,Chabahil,No Preference,Medium,675,TRUE,Loyal,Medium
4200,Tourist,59,Female,Chabahil,Non-Vegetarian,Mild,853,FALSE,Non-Loyal,Medium
4201,Tourist,63,Female,Balkhu,No Preference,Medium,1625,TRUE,Loyal,High
4202,Local,57,Female,Battisputali,No Preference,Medium,785,FALSE,Non-Loyal,Medium
4203,Local,28,Male,Koteshwor,Non-Vegetarian,Hot,393,FALSE,Non-Loyal,Low
4204,Local,49,Female,Battisputali,Non-Vegetarian,Hot,476,FALSE,Non-Loyal,Low
4205,Expat,56,Male,Bouddha,Vegetarian,Medium,1890,TRUE,Loyal,High
4206,Tourist,22,Male,Lazimpat,No Preference,Medium,1226,TRUE,Loyal,High
4207,Tourist,45,Male,Kalanki,Non-Vegetarian,Medium,2120,FALSE,Non-Loyal,High
4208,Corporate,48,Female,New Baneshwor,Non-Vegetarian,Medium,1223,FALSE,Non-Loyal,High
4209,Expat,22,Male,Lazimpat,No Preference,Hot,1699,TRUE,Loyal,High
4210,Local,47,Male,Kalimati,No Preference,Medium,580,FALSE,Non-Loyal,Medium
4211,Tourist,58,Female,New Baneshwor,No Preference,Mild,877,FALSE,Non-Loyal,Medium
4212,Corporate,30,Male,Baluwatar,Non-Vegetarian,Hot,1335,TRUE,Loyal,High
4213,Local,27,Female,New Baneshwor,Vegetarian,Hot,943,FALSE,Non-Loyal,Medium
4214,Tourist,36,Male,Balkhu,Vegetarian,Medium,1742,FALSE,Non-Loyal,High
4215,Local,28,Male,Battisputali,Non-Vegetarian,Hot,729,FALSE,Non-Loyal,Medium
4216,Local,30,Female,Kalanki,Non-Vegetarian,Hot,990,FALSE,Non-Loyal,Medium
4217,Tourist,61,Male,Kalanki,No Preference,Medium,1942,TRUE,Loyal,High
4218,Local,46,Female,Koteshwor,No Preference,Hot,522,TRUE,Loyal,Medium
4219,Local,42,Male,Lazimpat,Vegetarian,Mild,467,TRUE,Loyal,Low
4220,Expat,26,Male,Kalimati,No Preference,Medium,1300,TRUE,Loyal,High
4221,Local,47,Male,Thamel,No Preference,Medium,857,FALSE,Non-Loyal,Medium
4222,Local,39,Female,Durbarmarg,Non-Vegetarian,Medium,462,TRUE,Loyal,Low
4223,Student,23,Male,Baluwatar,Non-Vegetarian,Medium,243,FALSE,Non-Loyal,Low
4224,Local,46,Male,Jorpati,Non-Vegetarian,Mild,593,FALSE,Non-Loyal,Medium
4225,Local,52,Male,Chabahil,No Preference,Mild,534,TRUE,Loyal,Medium
4226,Expat,24,Male,Durbarmarg,Vegetarian,Medium,1528,FALSE,Non-Loyal,High
4227,Local,55,Male,Bouddha,Vegetarian,Medium,810,TRUE,Loyal,Medium
4228,Student,24,Male,Thamel,Non-Vegetarian,Medium,351,FALSE,Non-Loyal,Low
4229,Local,23,Female,Balkhu,Non-Vegetarian,Hot,364,FALSE,Non-Loyal,Low
4230,Local,53,Female,New Baneshwor,Non-Vegetarian,Hot,866,TRUE,Loyal,Medium
4231,Local,40,Male,Koteshwor,Vegetarian,Hot,846,FALSE,Non-Loyal,Medium
4232,Corporate,34,Male,Maharajgunj,Non-Vegetarian,Mild,542,TRUE,Loyal,Medium
4233,Tourist,60,Male,Koteshwor,Vegetarian,Medium,1013,FALSE,Non-Loyal,High
4234,Student,26,Male,Thamel,Non-Vegetarian,Medium,610,FALSE,Non-Loyal,Medium
4235,Local,42,Male,Durbarmarg,Vegetarian,Medium,333,TRUE,Loyal,Low
4236,Local,41,Male,Jorpati,No Preference,Mild,477,FALSE,Non-Loyal,Low
4237,Expat,49,Female,Koteshwor,Vegetarian,Medium,1864,TRUE,Loyal,High
4238,Local,33,Female,Baluwatar,Non-Vegetarian,Medium,339,TRUE,Loyal,Low
4239,Local,24,Female,Maharajgunj,No Preference,Medium,446,FALSE,Non-Loyal,Low
4240,Expat,54,Male,Kalimati,Vegetarian,Hot,1046,TRUE,Loyal,High
4241,Local,35,Male,Koteshwor,No Preference,Medium,588,TRUE,Loyal,Medium
4242,Corporate,30,Male,Thamel,Non-Vegetarian,Medium,1161,FALSE,Non-Loyal,High
4243,Local,26,Male,Battisputali,No Preference,Medium,553,TRUE,Loyal,Medium
4244,Local,25,Female,Chabahil,Non-Vegetarian,Medium,619,FALSE,Non-Loyal,Medium
4245,Tourist,52,Female,Thamel,Non-Vegetarian,Medium,1508,TRUE,Loyal,High
4246,Corporate,39,Male,Jorpati,Non-Vegetarian,Hot,959,TRUE,Loyal,Medium
4247,Tourist,34,Female,Maharajgunj,Vegetarian,Mild,844,TRUE,Loyal,Medium
4248,Student,26,Male,Lazimpat,Non-Vegetarian,Hot,496,FALSE,Non-Loyal,Low
4249,Student,23,Male,Battisputali,Vegetarian,Medium,272,FALSE,Non-Loyal,Low
4250,Local,54,Male,Thamel,Non-Vegetarian,Medium,842,TRUE,Loyal,Medium
4251,Local,26,Female,Koteshwor,No Preference,Medium,841,FALSE,Non-Loyal,Medium
4252,Local,29,Male,Putalisadak,Non-Vegetarian,Mild,664,FALSE,Non-Loyal,Medium
4253,Local,32,Female,Battisputali,Non-Vegetarian,Hot,931,FALSE,Non-Loyal,Medium
4254,Corporate,43,Male,Kalimati,Non-Vegetarian,Mild,1226,FALSE,Non-Loyal,High
4255,Tourist,28,Female,Bouddha,Vegetarian,Medium,1125,TRUE,Loyal,High
4256,Local,54,Male,Lazimpat,Non-Vegetarian,Hot,506,FALSE,Non-Loyal,Medium
4257,Student,27,Female,Durbarmarg,Non-Vegetarian,Medium,684,TRUE,Loyal,Medium
4258,Student,19,Male,Bouddha,No Preference,Hot,582,FALSE,Non-Loyal,Medium
4259,Local,34,Female,Durbarmarg,Non-Vegetarian,Hot,373,FALSE,Non-Loyal,Low
4260,Corporate,32,Female,Baluwatar,Non-Vegetarian,Hot,1163,TRUE,Loyal,High
4261,Local,40,Male,Kalanki,Non-Vegetarian,Medium,749,FALSE,Non-Loyal,Medium
4262,Local,49,Female,Thamel,Vegetarian,Mild,336,FALSE,Non-Loyal,Low
4263,Local,36,Male,Koteshwor,Non-Vegetarian,Medium,520,FALSE,Non-Loyal,Medium
4264,Corporate,48,Male,Maharajgunj,Vegetarian,Hot,1371,TRUE,Loyal,High
4265,Student,21,Female,Kalanki,Vegetarian,Mild,396,FALSE,Non-Loyal,Low
4266,Local,53,Male,Battisputali,No Preference,Hot,682,FALSE,Non-Loyal,Medium
4267,Local,53,Female,Balkhu,Non-Vegetarian,Hot,397,FALSE,Non-Loyal,Low
4268,Tourist,37,Male,Lazimpat,No Preference,Mild,1176,FALSE,Non-Loyal,High
4269,Local,37,Male,Lazimpat,Non-Vegetarian,Mild,931,TRUE,Loyal,Medium
4270,Tourist,27,Female,Koteshwor,Non-Vegetarian,Mild,2250,TRUE,Loyal,High
4271,Tourist,34,Male,Maharajgunj,Non-Vegetarian,Mild,1475,FALSE,Non-Loyal,High
4272,Tourist,25,Male,Durbarmarg,Vegetarian,Mild,1796,TRUE,Loyal,High
4273,Local,44,Male,Jorpati,Non-Vegetarian,Hot,495,TRUE,Loyal,Low
4274,Tourist,59,Female,Chabahil,No Preference,Mild,1561,TRUE,Loyal,High
4275,Student,27,Male,Thamel,Non-Vegetarian,Mild,690,TRUE,Loyal,Medium
4276,Local,26,Male,Koteshwor,Non-Vegetarian,Medium,541,TRUE,Loyal,Medium
4277,Expat,44,Female,Kalanki,No Preference,Mild,1535,FALSE,Non-Loyal,High
4278,Student,20,Female,Durbarmarg,Vegetarian,Medium,508,FALSE,Non-Loyal,Medium
4279,Corporate,35,Male,Lazimpat,Non-Vegetarian,Medium,1435,FALSE,Non-Loyal,High
4280,Local,43,Male,Chabahil,Vegetarian,Medium,978,TRUE,Loyal,Medium
4281,Student,18,Female,Jorpati,No Preference,Hot,394,TRUE,Loyal,Low
4282,Tourist,56,Male,Kalanki,Non-Vegetarian,Mild,1061,FALSE,Non-Loyal,High
4283,Tourist,44,Female,Baluwatar,Vegetarian,Hot,1882,FALSE,Non-Loyal,High
4284,Local,59,Female,Kalanki,Vegetarian,Hot,803,FALSE,Non-Loyal,Medium
4285,Tourist,37,Female,Jorpati,Non-Vegetarian,Mild,958,FALSE,Non-Loyal,Medium
4286,Local,34,Male,Lazimpat,No Preference,Medium,691,TRUE,Loyal,Medium
4287,Local,24,Male,Baluwatar,Non-Vegetarian,Medium,679,TRUE,Loyal,Medium
4288,Local,28,Female,Balkhu,Vegetarian,Hot,736,FALSE,Non-Loyal,Medium
4289,Student,20,Male,Battisputali,Vegetarian,Medium,397,TRUE,Loyal,Low
4290,Local,31,Female,Koteshwor,Non-Vegetarian,Medium,707,TRUE,Loyal,Medium
4291,Tourist,23,Female,Thamel,Vegetarian,Medium,2201,TRUE,Loyal,High
4292,Local,33,Female,Putalisadak,No Preference,Medium,864,TRUE,Loyal,Medium
4293,Corporate,35,Male,Battisputali,No Preference,Hot,635,FALSE,Non-Loyal,Medium
4294,Local,26,Male,Maharajgunj,No Preference,Hot,756,FALSE,Non-Loyal,Medium
4295,Local,40,Male,Kalanki,Non-Vegetarian,Hot,510,FALSE,Non-Loyal,Medium
4296,Tourist,34,Female,Koteshwor,Vegetarian,Medium,2039,FALSE,Non-Loyal,High
4297,Tourist,31,Male,New Baneshwor,No Preference,Mild,2285,FALSE,Non-Loyal,High
4298,Local,46,Female,Jorpati,Vegetarian,Medium,623,FALSE,Non-Loyal,Medium
4299,Student,21,Female,Battisputali,Non-Vegetarian,Hot,489,FALSE,Non-Loyal,Low
4300,Student,21,Male,Jorpati,Non-Vegetarian,Mild,585,FALSE,Non-Loyal,Medium
4301,Local,36,Male,Thamel,No Preference,Medium,437,FALSE,Non-Loyal,Low
4302,Local,37,Female,Battisputali,No Preference,Medium,595,FALSE,Non-Loyal,Medium
4303,Student,21,Female,Koteshwor,Non-Vegetarian,Medium,414,FALSE,Non-Loyal,Low
4304,Local,58,Female,Jorpati,Vegetarian,Mild,332,TRUE,Loyal,Low
4305,Local,20,Male,Bouddha,No Preference,Hot,367,FALSE,Non-Loyal,Low
4306,Student,24,Male,Koteshwor,Non-Vegetarian,Medium,278,TRUE,Loyal,Low
4307,Expat,37,Female,Thamel,Non-Vegetarian,Hot,1764,FALSE,Non-Loyal,High
4308,Local,40,Female,Maharajgunj,Vegetarian,Mild,476,FALSE,Non-Loyal,Low
4309,Local,24,Male,Bouddha,Non-Vegetarian,Medium,663,TRUE,Loyal,Medium
4310,Corporate,31,Female,Battisputali,No Preference,Hot,1256,FALSE,Non-Loyal,High
4311,Expat,45,Male,Lazimpat,No Preference,Medium,785,FALSE,Non-Loyal,Medium
4312,Corporate,43,Male,Durbarmarg,Non-Vegetarian,Mild,719,FALSE,Non-Loyal,Medium
4313,Student,23,Female,Maharajgunj,Non-Vegetarian,Mild,528,FALSE,Non-Loyal,Medium
4314,Local,39,Female,New Baneshwor,Vegetarian,Medium,965,FALSE,Non-Loyal,Medium
4315,Local,47,Female,Kalimati,No Preference,Medium,433,FALSE,Non-Loyal,Low
4316,Expat,23,Male,Putalisadak,Non-Vegetarian,Medium,1657,TRUE,Loyal,High
4317,Student,19,Male,Thamel,No Preference,Mild,478,FALSE,Non-Loyal,Low
4318,Expat,47,Male,Durbarmarg,No Preference,Hot,1743,FALSE,Non-Loyal,High
4319,Local,58,Female,Baluwatar,Vegetarian,Medium,386,TRUE,Loyal,Low
4320,Local,55,Male,Maharajgunj,Non-Vegetarian,Mild,604,FALSE,Non-Loyal,Medium
4321,Local,44,Male,Jorpati,Non-Vegetarian,Hot,418,FALSE,Non-Loyal,Low
4322,Local,58,Female,Maharajgunj,Non-Vegetarian,Hot,770,FALSE,Non-Loyal,Medium
4323,Local,48,Female,New Baneshwor,No Preference,Mild,935,FALSE,Non-Loyal,Medium
4324,Local,56,Male,Bouddha,No Preference,Medium,877,FALSE,Non-Loyal,Medium
4325,Corporate,44,Female,Koteshwor,No Preference,Mild,749,FALSE,Non-Loyal,Medium
4326,Tourist,59,Female,Lazimpat,Non-Vegetarian,Medium,986,TRUE,Loyal,Medium
4327,Expat,43,Female,Thamel,Non-Vegetarian,Mild,1424,FALSE,Non-Loyal,High
4328,Tourist,25,Male,Maharajgunj,Vegetarian,Mild,1821,FALSE,Non-Loyal,High
4329,Expat,37,Male,New Baneshwor,Non-Vegetarian,Hot,844,FALSE,Non-Loyal,Medium
4330,Local,33,Male,Thamel,Non-Vegetarian,Medium,519,FALSE,Non-Loyal,Medium
4331,Student,27,Female,Jorpati,Vegetarian,Mild,208,FALSE,Non-Loyal,Low
4332,Local,42,Male,Baluwatar,Vegetarian,Medium,357,FALSE,Non-Loyal,Low
4333,Student,24,Female,Maharajgunj,Non-Vegetarian,Hot,296,FALSE,Non-Loyal,Low
4334,Local,58,Male,Chabahil,Non-Vegetarian,Mild,509,FALSE,Non-Loyal,Medium
4335,Tourist,44,Male,Thamel,Vegetarian,Mild,1759,FALSE,Non-Loyal,High
4336,Local,30,Male,Putalisadak,Non-Vegetarian,Medium,618,FALSE,Non-Loyal,Medium
4337,Corporate,44,Female,Maharajgunj,Non-Vegetarian,Medium,1130,TRUE,Loyal,High
4338,Local,44,Female,Lazimpat,Non-Vegetarian,Mild,939,FALSE,Non-Loyal,Medium
4339,Local,58,Male,Kalanki,No Preference,Mild,321,FALSE,Non-Loyal,Low
4340,Local,30,Female,Jorpati,Non-Vegetarian,Medium,585,TRUE,Loyal,Medium
4341,Corporate,39,Male,Chabahil,No Preference,Hot,1084,TRUE,Loyal,High
4342,Local,34,Female,Maharajgunj,Vegetarian,Hot,500,FALSE,Non-Loyal,Medium
4343,Local,38,Female,Kalanki,Non-Vegetarian,Hot,613,FALSE,Non-Loyal,Medium
4344,Local,30,Male,Kalimati,Non-Vegetarian,Medium,999,FALSE,Non-Loyal,Medium
4345,Student,25,Male,Koteshwor,No Preference,Hot,359,TRUE,Loyal,Low
4346,Local,31,Male,Battisputali,Non-Vegetarian,Hot,751,FALSE,Non-Loyal,Medium
4347,Corporate,34,Male,Jorpati,No Preference,Mild,1227,FALSE,Non-Loyal,High
4348,Local,35,Male,Thamel,Non-Vegetarian,Medium,909,FALSE,Non-Loyal,Medium
4349,Student,20,Female,Bouddha,Non-Vegetarian,Mild,386,FALSE,Non-Loyal,Low
4350,Local,53,Male,Lazimpat,Vegetarian,Mild,538,TRUE,Loyal,Medium
4351,Expat,54,Male,Jorpati,No Preference,Medium,1230,TRUE,Loyal,High
4352,Student,22,Female,Putalisadak,No Preference,Medium,473,FALSE,Non-Loyal,Low
4353,Local,57,Male,Battisputali,Non-Vegetarian,Mild,577,TRUE,Loyal,Medium
4354,Tourist,61,Female,Chabahil,Non-Vegetarian,Hot,1443,FALSE,Non-Loyal,High
4355,Tourist,52,Male,Chabahil,Vegetarian,Medium,1180,FALSE,Non-Loyal,High
4356,Local,35,Male,Kalanki,No Preference,Hot,577,FALSE,Non-Loyal,Medium
4357,Tourist,32,Male,Battisputali,Non-Vegetarian,Mild,1496,FALSE,Non-Loyal,High
4358,Local,39,Female,Maharajgunj,No Preference,Mild,984,TRUE,Loyal,Medium
4359,Local,57,Female,Jorpati,No Preference,Hot,981,FALSE,Non-Loyal,Medium
4360,Local,37,Female,Thamel,Vegetarian,Hot,862,FALSE,Non-Loyal,Medium
4361,Local,25,Male,Durbarmarg,Non-Vegetarian,Hot,380,TRUE,Loyal,Low
4362,Expat,47,Male,Kalanki,Vegetarian,Medium,1024,TRUE,Loyal,High
4363,Corporate,41,Female,Durbarmarg,Non-Vegetarian,Hot,913,TRUE,Loyal,Medium
4364,Expat,30,Male,Lazimpat,Non-Vegetarian,Medium,1740,FALSE,Non-Loyal,High
4365,Tourist,37,Female,Chabahil,No Preference,Medium,1160,FALSE,Non-Loyal,High
4366,Local,40,Male,Thamel,Vegetarian,Medium,594,TRUE,Loyal,Medium
4367,Expat,41,Female,Battisputali,Non-Vegetarian,Mild,919,FALSE,Non-Loyal,Medium
4368,Local,55,Female,Kalanki,Non-Vegetarian,Mild,367,FALSE,Non-Loyal,Low
4369,Tourist,60,Male,Kalimati,Non-Vegetarian,Mild,2383,FALSE,Non-Loyal,High
4370,Local,46,Male,Jorpati,Non-Vegetarian,Medium,626,TRUE,Loyal,Medium
4371,Expat,41,Male,Putalisadak,Non-Vegetarian,Medium,1096,FALSE,Non-Loyal,High
4372,Local,20,Male,Kalanki,Non-Vegetarian,Hot,847,TRUE,Loyal,Medium
4373,Expat,23,Female,New Baneshwor,Non-Vegetarian,Medium,1096,FALSE,Non-Loyal,High
4374,Local,22,Male,Kalimati,Non-Vegetarian,Mild,410,FALSE,Non-Loyal,Low
4375,Student,25,Male,New Baneshwor,Non-Vegetarian,Medium,434,FALSE,Non-Loyal,Low
4376,Local,55,Male,Baluwatar,Non-Vegetarian,Hot,424,FALSE,Non-Loyal,Low
4377,Student,27,Female,Thamel,Non-Vegetarian,Mild,483,TRUE,Loyal,Low
4378,Corporate,39,Female,Battisputali,Vegetarian,Medium,870,FALSE,Non-Loyal,Medium
4379,Tourist,54,Female,Battisputali,Non-Vegetarian,Medium,2134,FALSE,Non-Loyal,High
4380,Corporate,27,Male,Jorpati,No Preference,Hot,897,FALSE,Non-Loyal,Medium
4381,Local,40,Male,New Baneshwor,No Preference,Medium,377,FALSE,Non-Loyal,Low
4382,Student,26,Male,Baluwatar,Non-Vegetarian,Mild,664,FALSE,Non-Loyal,Medium
4383,Local,24,Female,Battisputali,Non-Vegetarian,Hot,574,FALSE,Non-Loyal,Medium
4384,Student,25,Male,Kalimati,Non-Vegetarian,Mild,278,FALSE,Non-Loyal,Low
4385,Local,23,Male,Koteshwor,Non-Vegetarian,Hot,457,FALSE,Non-Loyal,Low
4386,Local,30,Male,Balkhu,Non-Vegetarian,Medium,559,FALSE,Non-Loyal,Medium
4387,Tourist,60,Female,Battisputali,Vegetarian,Mild,1323,TRUE,Loyal,High
4388,Local,59,Female,Bouddha,No Preference,Mild,851,FALSE,Non-Loyal,Medium
4389,Corporate,42,Male,New Baneshwor,Vegetarian,Hot,1234,FALSE,Non-Loyal,High
4390,Local,33,Male,Battisputali,No Preference,Medium,841,FALSE,Non-Loyal,Medium
4391,Local,50,Male,Putalisadak,Non-Vegetarian,Medium,983,TRUE,Loyal,Medium
4392,Tourist,45,Male,Putalisadak,Non-Vegetarian,Mild,1508,FALSE,Non-Loyal,High
4393,Local,25,Male,Maharajgunj,No Preference,Medium,603,TRUE,Loyal,Medium
4394,Student,21,Female,Baluwatar,Non-Vegetarian,Medium,344,FALSE,Non-Loyal,Low
4395,Local,33,Female,Kalimati,Non-Vegetarian,Hot,471,TRUE,Loyal,Low
4396,Corporate,42,Male,Durbarmarg,Non-Vegetarian,Mild,726,TRUE,Loyal,Medium
4397,Tourist,41,Male,Chabahil,Vegetarian,Mild,2353,FALSE,Non-Loyal,High
4398,Corporate,47,Male,Bouddha,Non-Vegetarian,Mild,1070,FALSE,Non-Loyal,High
4399,Local,33,Male,Putalisadak,Vegetarian,Medium,724,FALSE,Non-Loyal,Medium
4400,Local,34,Female,Durbarmarg,Non-Vegetarian,Mild,307,FALSE,Non-Loyal,Low
4401,Tourist,22,Female,Chabahil,No Preference,Mild,1177,TRUE,Loyal,High
4402,Student,22,Male,Thamel,Non-Vegetarian,Medium,536,FALSE,Non-Loyal,Medium
4403,Tourist,39,Male,Battisputali,Non-Vegetarian,Mild,2489,TRUE,Loyal,High
4404,Local,33,Male,Kalanki,No Preference,Medium,327,FALSE,Non-Loyal,Low
4405,Corporate,38,Male,Putalisadak,Non-Vegetarian,Mild,710,FALSE,Non-Loyal,Medium
4406,Local,53,Male,Koteshwor,Non-Vegetarian,Mild,920,TRUE,Loyal,Medium
4407,Student,22,Male,Putalisadak,No Preference,Medium,210,FALSE,Non-Loyal,Low
4408,Local,31,Female,New Baneshwor,No Preference,Mild,335,FALSE,Non-Loyal,Low
4409,Tourist,33,Female,Bouddha,No Preference,Mild,1005,TRUE,Loyal,High
4410,Student,18,Female,Chabahil,Non-Vegetarian,Mild,221,FALSE,Non-Loyal,Low
4411,Local,31,Male,Bouddha,Vegetarian,Medium,806,TRUE,Loyal,Medium
4412,Local,57,Male,Baluwatar,Non-Vegetarian,Hot,722,FALSE,Non-Loyal,Medium
4413,Local,34,Male,Bouddha,No Preference,Medium,544,FALSE,Non-Loyal,Medium
4414,Expat,29,Male,Battisputali,No Preference,Medium,1536,FALSE,Non-Loyal,High
4415,Expat,23,Female,Battisputali,Non-Vegetarian,Hot,1973,TRUE,Loyal,High
4416,Local,35,Male,Kalimati,Non-Vegetarian,Hot,363,TRUE,Loyal,Low
4417,Local,47,Male,Jorpati,Non-Vegetarian,Mild,518,FALSE,Non-Loyal,Medium
4418,Student,23,Male,Baluwatar,Vegetarian,Medium,692,FALSE,Non-Loyal,Medium
4419,Local,34,Male,Kalimati,No Preference,Medium,956,FALSE,Non-Loyal,Medium
4420,Local,36,Male,Bouddha,Non-Vegetarian,Hot,424,FALSE,Non-Loyal,Low
4421,Tourist,47,Female,Thamel,Vegetarian,Mild,2379,FALSE,Non-Loyal,High
4422,Local,30,Male,Bouddha,No Preference,Medium,639,TRUE,Loyal,Medium
4423,Local,35,Male,Bouddha,Non-Vegetarian,Medium,441,TRUE,Loyal,Low
4424,Local,43,Female,Jorpati,Non-Vegetarian,Mild,829,FALSE,Non-Loyal,Medium
4425,Expat,47,Female,Lazimpat,No Preference,Medium,1508,FALSE,Non-Loyal,High
4426,Local,26,Female,Chabahil,Non-Vegetarian,Mild,682,TRUE,Loyal,Medium
4427,Expat,57,Male,Kalimati,Non-Vegetarian,Mild,1018,TRUE,Loyal,High
4428,Local,34,Male,Putalisadak,Non-Vegetarian,Hot,847,FALSE,Non-Loyal,Medium
4429,Student,21,Female,Kalimati,Non-Vegetarian,Hot,225,FALSE,Non-Loyal,Low
4430,Expat,37,Male,Bouddha,Non-Vegetarian,Mild,965,FALSE,Non-Loyal,Medium
4431,Local,27,Male,Jorpati,Non-Vegetarian,Medium,850,FALSE,Non-Loyal,Medium
4432,Local,47,Female,Jorpati,Non-Vegetarian,Medium,788,FALSE,Non-Loyal,Medium
4433,Student,20,Male,Balkhu,Non-Vegetarian,Mild,557,FALSE,Non-Loyal,Medium
4434,Expat,51,Female,Bouddha,Non-Vegetarian,Mild,888,TRUE,Loyal,Medium
4435,Student,27,Male,Baluwatar,Non-Vegetarian,Mild,382,FALSE,Non-Loyal,Low
4436,Local,45,Male,Bouddha,Non-Vegetarian,Mild,908,TRUE,Loyal,Medium
4437,Corporate,47,Male,Maharajgunj,Vegetarian,Hot,778,FALSE,Non-Loyal,Medium
4438,Expat,25,Male,Battisputali,Non-Vegetarian,Hot,1627,FALSE,Non-Loyal,High
4439,Expat,52,Male,Chabahil,No Preference,Mild,761,FALSE,Non-Loyal,Medium
4440,Tourist,60,Male,Chabahil,Non-Vegetarian,Hot,2419,TRUE,Loyal,High
4441,Local,45,Male,Kalimati,Non-Vegetarian,Medium,423,FALSE,Non-Loyal,Low
4442,Local,55,Female,Jorpati,Non-Vegetarian,Medium,617,FALSE,Non-Loyal,Medium
4443,Local,52,Female,Kalimati,No Preference,Medium,877,FALSE,Non-Loyal,Medium
4444,Student,20,Male,Thamel,Vegetarian,Medium,672,FALSE,Non-Loyal,Medium
